customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0911,Female,0,6.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,34.2,197.73,NO
CUST-0185,Male,0,69.0,Yes,No,Month-to-month,Yes,Credit card,,1738.72,Yes
CUST-0031,Female,0,58.0,yEs,No,Month-to-month,No,Electronic check,77.92,4625.56,No
CUST-0329,Male,0,48.0,Yes,Fiber optic,Monthly,Yes,Electronic check,,3915.92,No
CUST-0507,Female,0,49.0,Yes,Fiber optic,1 year,Yes,Bank transfer,25.81,,No
CUST-0055,Female,1,17.0,Yes,Fiber optic,Two year,Yes,Electronic check,38.86,648.36,NO
CUST-0024,Male,1,71.0,Yes,No,Month-to-month,No,Electronic check,85.92,5812.29,Yes
CUST-0102,Female,1,69.0,Yes,DSL,two year,Yes,Credit card,32.33,2221.55,Yes
CUST-0550,Female,0,12.0,Yes,No,One year,No,Electronic check,85.49,991.47,No
CUST-0248,Female,0,40.0,Yes,DSL,Two year,No,Credit card,47.95,1974.76,No
CUST-0004,Female,0,14.0,Yes,DSL,One year,No,Mailed check,44.77,606.39,No
CUST-0087,Female,0,28.0,Yes,Fiber optic,One year,No,Electronic check,102.34,2770.45,No
CUST-0844,Female,0,15.0,yes,No,Month-to-month,Yes,Credit card,92.58,1436.2,nO
CUST-0953,Male,0,17.0,yEs,DSL,Month-to-month,No,Electronic check,46.91,820.38,Yes
CUST-0291,Male,0,,Yes,Fiber optic,Month-to-month,Yes,Mailed check,25.08,,No
CUST-0211,Female,0,53.0,Yes,No,Month-to-month,No,Electronic check,30.21,1604.28,Yes
CUST-0803,Female,0,60.0,Yes,DSL,Two year,nO,Bank transfer,22.2,1279.97,No
CUST-0175,Female,0,34.0,Yes,No,Month-to-month,No,Mailed check,,1939.95,No
CUST-0200,Female,0,63.0,Yes,Dsl,2 year,Yes,  Electronic check  ,96.53,6265.33,Yes
CUST-0903,Male,0,64.0,Yes,No,Month-to-month,Yes,Electronic check,106.82,7016.28,Yes
CUST-0486,Female,0,51.0,Yes,No,Month-to-month,No,Electronic check,68.43,--,Yes
CUST-0064,  Male  ,0,16.0,Yes,No,month to month,No,Credit card,27.11,--,No
CUST-0266,Female,0,48.0,Yes,Fiber optic,Month-to-month,YES,Credit card,29.5,1435.94,No
CUST-0232,Female,0,48.0,Yes,NO,Month-to-month,Yes,Electronic check,91.45,4280.12,Yes
CUST-0804,Female,0,65.0,YES,Fiber optic,One year,Yes,Electronic check,91.16,6020.1,Yes
CUST-0626,Male,0,-1.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,24.36,854.95,No
