gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Risk_Score,Risk_Category,Churn_Driver_Explanation,Retention_Recommendation
Female,0,22,Yes,DSL,One year,No,Credit card,49.03,986.18,No,0.1769945654153172,17.7,Low Risk,Long-Term Contract,Offer Premium Support
Female,1,9,No,Fiber optic,One year,Yes,Credit card,69.74,595.62,Yes,0.606124588957699,60.6,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.68,1867.82,No,0.8462189538537703,84.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,1,14,No,Fiber optic,One year,Yes,Credit card,64.23,858.74,Yes,0.537332304703778,53.7,Medium Risk,Long-Term Contract,Offer Premium Support
Female,0,58,Yes,Fiber optic,Two year,Yes,Credit card,81.85,4495.89,No,0.08409324356807261,8.4,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,31,Yes,Fiber optic,One year,No,Electronic check,96.68,2994.88,No,0.5429062407178094,54.3,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,50,No,DSL,Two year,No,Electronic check,49.95,2494.72,No,0.046438029910854994,4.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,60,Yes,No,Two year,No,Electronic check,25.55,1570.42,No,0.021569696883702513,2.2,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Male,0,70,Yes,Fiber optic,Two year,Yes,Credit card,74.26,5178.5,No,0.05102371468824142,5.1,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,1,67,Yes,Fiber optic,Two year,No,Credit card,84.07,5308.42,No,0.07456773601494467,7.5,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,38,Yes,Fiber optic,Two year,Yes,Mailed check,77.31,2888.69,No,0.18826643429007503,18.8,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,56,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.92,4056.99,No,0.4850129000536378,48.5,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,33,Yes,DSL,Two year,Yes,Bank transfer,60.99,1917.35,No,0.0818351129179086,8.2,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,13,Yes,Fiber optic,One year,Yes,Electronic check,82.86,1077.6,No,0.6886960558111315,68.9,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.52,603.49,No,0.9001510952236934,90.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,32,Yes,Fiber optic,One year,Yes,Bank transfer,73.36,2303.36,No,0.3656976036727886,36.6,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,48,Yes,Fiber optic,One year,No,Electronic check,91.53,4753.97,Yes,0.3673073845976007,36.7,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,8,Yes,Fiber optic,One year,No,Mailed check,80.28,662.49,No,0.6204957885621014,62.0,Medium Risk,Long-Term Contract | High Monthly Charges | Short Customer Tenure,Provide Loyalty Discount | Assign Retention Team
Female,0,13,Yes,Fiber optic,One year,Yes,Mailed check,81.84,1057.76,No,0.6227840202470265,62.3,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,14,Yes,Fiber optic,Month-to-month,No,Bank transfer,84.67,1242.11,Yes,0.753414029726326,75.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,65,Yes,DSL,One year,Yes,Credit card,64.88,4504.15,No,0.0698778303893999,7.0,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,7,Yes,Fiber optic,Month-to-month,Yes,Credit card,89.92,621.27,Yes,0.8381786659517818,83.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.71,2332.2,Yes,0.8285468385603834,82.9,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,87.06,791.97,No,0.8573108421816663,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,59,Yes,No,One year,No,Bank transfer,26.14,1567.02,No,0.03763982792799443,3.8,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Female,1,34,Yes,No,Month-to-month,Yes,Electronic check,36.84,1277.5,Yes,0.46230824358151157,46.2,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,38,Yes,No,Two year,No,Credit card,29.25,1173.99,No,0.029653854507515547,3.0,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Male,1,53,Yes,Fiber optic,Month-to-month,Yes,Credit card,94.51,4936.07,Yes,0.589733998188465,59.0,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.95,3018.46,No,0.7686451526932278,76.9,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,44,Yes,DSL,Two year,No,Credit card,57.74,2497.61,No,0.04253331460623258,4.3,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,59,Yes,DSL,One year,Yes,Credit card,61.7,3754.76,No,0.08131499621028064,8.1,Low Risk,Long-Term Contract,Offer Premium Support
Female,1,44,Yes,No,Two year,Yes,Credit card,42.76,1857.44,No,0.050388401664794503,5.0,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,22,No,DSL,One year,Yes,Mailed check,39.51,816.9,No,0.2169826719117436,21.7,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,56,Yes,DSL,Month-to-month,Yes,Electronic check,64.3,3530.1,No,0.32089151396618176,32.1,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,4,Yes,DSL,One year,No,Bank transfer,61.97,227.95,Yes,0.36894362957955207,36.9,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,71,Yes,DSL,One year,Yes,Credit card,51.79,3524.1,No,0.04387111145416233,4.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,1,24,Yes,Fiber optic,Month-to-month,No,Bank transfer,83.67,1933.57,No,0.749986035978714,75.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,11,Yes,No,Month-to-month,Yes,Electronic check,40.27,425.61,No,0.6150747885347209,61.5,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.08,1661.08,No,0.7562984507032525,75.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,27,Yes,No,Month-to-month,Yes,Mailed check,26.4,736.46,No,0.3362435234362748,33.6,Medium Risk,Month-to-Month Contract | Low Monthly Charges,Offer Annual Contract
Female,0,72,Yes,Fiber optic,One year,Yes,Bank transfer,92.81,6481.29,No,0.1577843215218025,15.8,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,38,Yes,Fiber optic,Two year,Yes,Bank transfer,90.54,3315.77,No,0.19943061475651294,19.9,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,47,Yes,Fiber optic,One year,Yes,Bank transfer,82.54,3977.2,No,0.2893785949213282,28.9,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,72,Yes,Fiber optic,Two year,No,Bank transfer,73.64,4916.31,No,0.04129949741716777,4.1,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,8,Yes,Fiber optic,Month-to-month,No,Electronic check,77.3,638.87,Yes,0.8487879334612622,84.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.02,203.51,Yes,0.9229991467915327,92.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,Yes,No,Month-to-month,Yes,Bank transfer,32.55,156.22,Yes,0.5184479257156952,51.8,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,66,Yes,Fiber optic,One year,Yes,Bank transfer,84.37,5885.73,No,0.1673952971258488,16.7,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,1,40,Yes,No,Two year,No,Credit card,26.02,970.43,No,0.03582859300963713,3.6,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Male,0,42,Yes,No,Month-to-month,No,Mailed check,28.79,1264.72,No,0.2051616501718397,20.5,Low Risk,Month-to-Month Contract | Low Monthly Charges,Offer Annual Contract
Male,1,48,No,Fiber optic,Two year,No,Mailed check,68.73,3157.0,No,0.13279055051610097,13.3,Low Risk,Long-Term Contract,Offer Premium Support
Male,1,33,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.89,3201.01,No,0.7956146673186,79.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,6,No,Fiber optic,Month-to-month,No,Electronic check,61.54,335.32,Yes,0.8119403604004197,81.2,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,45,Yes,Fiber optic,One year,Yes,Credit card,86.72,3800.13,Yes,0.30583481601715146,30.6,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,29,No,DSL,Month-to-month,Yes,Credit card,42.74,1203.31,Yes,0.3310225161572745,33.1,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,5,Yes,DSL,Month-to-month,No,Electronic check,48.65,246.64,No,0.6547130632443017,65.5,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,56,Yes,No,One year,Yes,Bank transfer,41.7,2191.24,No,0.06360839378965927,6.4,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,52,No,Fiber optic,Two year,No,Credit card,59.74,3049.96,No,0.05613161139733931,5.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,63,Yes,No,Two year,Yes,Credit card,33.89,2230.49,No,0.01601742749054417,1.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,24,Yes,Fiber optic,Month-to-month,Yes,Mailed check,78.14,1832.85,No,0.7395214456671328,74.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,1,10,Yes,Fiber optic,Month-to-month,Yes,Credit card,86.3,900.07,Yes,0.8527394249023919,85.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,87.54,3762.4,Yes,0.595271328275035,59.5,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,56,Yes,Fiber optic,Month-to-month,Yes,Mailed check,92.87,4900.83,Yes,0.5423620732420172,54.2,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,No,Electronic check,96.91,569.2,Yes,0.8915074419951659,89.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,58,Yes,DSL,Two year,Yes,Credit card,53.59,3196.43,No,0.03879597718865064,3.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,28,Yes,Fiber optic,One year,Yes,Credit card,80.46,2246.58,No,0.4240125671926328,42.4,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,1,67,Yes,DSL,Month-to-month,Yes,Bank transfer,72.87,4869.7,No,0.2398385389483007,24.0,Low Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,12,Yes,DSL,Month-to-month,Yes,Credit card,59.22,684.07,No,0.5669880089245345,56.7,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,40,Yes,Fiber optic,Month-to-month,No,Mailed check,84.21,3312.67,Yes,0.5884171053282289,58.8,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,53,Yes,DSL,One year,Yes,Mailed check,56.28,3061.19,No,0.11631503188019454,11.6,Low Risk,Long-Term Contract,Offer Premium Support
Male,1,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.62,1456.46,Yes,0.9049348295226814,90.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,1,52,Yes,No,Month-to-month,Yes,Mailed check,35.1,1827.32,No,0.2464476715764649,24.6,Low Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,44,Yes,Fiber optic,Month-to-month,No,Bank transfer,79.14,3480.14,No,0.47921590817758525,47.9,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,10,Yes,Fiber optic,Month-to-month,No,Bank transfer,88.55,907.14,Yes,0.7912849953381494,79.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,DSL,Month-to-month,Yes,Mailed check,66.68,591.01,No,0.6867076754991863,68.7,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,43,Yes,No,Two year,No,Credit card,35.88,1434.45,No,0.027812662596388003,2.8,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,22,No,Fiber optic,Month-to-month,Yes,Electronic check,65.56,1450.19,No,0.7599452023878128,76.0,High Risk,Month-to-Month Contract,Offer Annual Contract
Female,1,12,Yes,DSL,Month-to-month,Yes,Credit card,64.58,755.92,No,0.657156098623245,65.7,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,48,Yes,DSL,One year,No,Credit card,67.67,3149.33,No,0.10330183167588597,10.3,Low Risk,Long-Term Contract,Offer Premium Support
Male,1,57,Yes,Fiber optic,One year,Yes,Electronic check,87.18,5276.87,Yes,0.40641692357230785,40.6,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,1,69,Yes,Fiber optic,One year,Yes,Bank transfer,90.92,6324.07,No,0.22592647769126242,22.6,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,39,Yes,No,Month-to-month,No,Electronic check,50.64,1795.79,No,0.35851157946134926,35.9,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,50,Yes,DSL,Month-to-month,Yes,Mailed check,56.49,2680.33,Yes,0.28862639804179774,28.9,Low Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,11,Yes,DSL,Month-to-month,Yes,Electronic check,62.51,697.74,Yes,0.7050531253317759,70.5,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.23,582.21,Yes,0.9199902088668116,92.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,No,Mailed check,84.1,846.9,Yes,0.8111380348488846,81.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.16,286.01,Yes,0.9175255347986417,91.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,55,Yes,No,Two year,No,Mailed check,31.57,1635.64,No,0.022790895423465154,2.3,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,47,Yes,Fiber optic,One year,No,Mailed check,87.52,4078.46,No,0.2988530380690928,29.9,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,17,No,Fiber optic,One year,Yes,Mailed check,72.05,1207.83,No,0.5411208304626381,54.1,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,15,Yes,DSL,Month-to-month,No,Electronic check,57.09,808.1,No,0.6040307809829237,60.4,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,27,Yes,Fiber optic,One year,Yes,Bank transfer,80.61,2134.9,No,0.4506553543382189,45.1,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,30,Yes,No,Two year,Yes,Mailed check,41.42,1271.84,No,0.07877070226574577,7.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.87,1145.67,Yes,0.8887800410813596,88.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,No,Electronic check,90.5,756.25,Yes,0.8724339926753922,87.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,51,Yes,Fiber optic,One year,No,Bank transfer,79.33,3803.98,No,0.2060755113010861,20.6,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,16,Yes,DSL,One year,Yes,Electronic check,62.01,972.15,Yes,0.4175435422917961,41.8,Medium Risk,Long-Term Contract,Offer Premium Support
Female,0,21,Yes,Fiber optic,One year,No,Electronic check,81.78,1737.15,No,0.5683042809758119,56.8,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,33,Yes,Fiber optic,Month-to-month,No,Mailed check,85.63,2891.59,Yes,0.6546963681243472,65.5,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,52,No,DSL,One year,No,Mailed check,42.46,2128.55,No,0.07316846824805462,7.3,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,7,No,Fiber optic,Month-to-month,Yes,Electronic check,72.4,526.82,No,0.8562354802832262,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,No,Fiber optic,Month-to-month,Yes,Credit card,65.36,305.87,No,0.7731366034078754,77.3,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,11,Yes,Fiber optic,Month-to-month,No,Mailed check,84.8,902.17,Yes,0.8073858982488518,80.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,22,Yes,Fiber optic,Two year,Yes,Bank transfer,88.98,1935.55,No,0.2952107724623829,29.5,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,59,Yes,Fiber optic,Month-to-month,No,Electronic check,90.83,5395.75,No,0.5229660527771904,52.3,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,34,Yes,Fiber optic,Two year,No,Credit card,90.28,2952.68,No,0.17908995722322207,17.9,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,52,Yes,No,Two year,Yes,Bank transfer,23.04,1115.83,No,0.021092273689955993,2.1,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Male,0,34,Yes,Fiber optic,One year,No,Electronic check,69.38,2316.96,No,0.4055812119765372,40.6,Medium Risk,Long-Term Contract,Offer Premium Support
Male,0,26,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.87,2331.33,No,0.7130936141702203,71.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,32,Yes,Fiber optic,Month-to-month,No,Electronic check,84.79,2707.2,No,0.726411477856727,72.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,27,No,DSL,One year,No,Electronic check,42.13,1151.24,No,0.2718354381744584,27.2,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,62,No,Fiber optic,Month-to-month,Yes,Electronic check,61.87,3862.67,Yes,0.4055550922917748,40.6,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,60,Yes,DSL,Two year,No,Bank transfer,58.01,3460.12,No,0.025881324916948462,2.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,6,Yes,DSL,One year,No,Bank transfer,61.65,350.98,No,0.34157876031426354,34.2,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,55,Yes,DSL,One year,No,Bank transfer,50.83,2803.29,No,0.06610394692312319,6.6,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,64,Yes,No,One year,No,Electronic check,38.72,2475.62,No,0.0616022742656248,6.2,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.51,1144.96,Yes,0.8581039981123494,85.8,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,3,Yes,No,Month-to-month,Yes,Bank transfer,29.2,103.02,No,0.5118636169549816,51.2,Medium Risk,Month-to-Month Contract | Low Monthly Charges | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,40,Yes,No,One year,No,Bank transfer,39.82,1519.14,No,0.09106928054524857,9.1,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,36,Yes,DSL,Two year,Yes,Mailed check,61.82,2301.27,No,0.09371839667457284,9.4,Low Risk,Long-Term Contract,Offer Premium Support
Female,1,16,Yes,Fiber optic,Two year,No,Mailed check,79.52,1256.3,No,0.3790107414594106,37.9,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,45,Yes,Fiber optic,Two year,Yes,Bank transfer,83.58,3811.07,No,0.14548062385684482,14.5,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,4,Yes,DSL,Month-to-month,Yes,Electronic check,69.68,231.58,Yes,0.7851976662867952,78.5,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,16,Yes,DSL,Month-to-month,Yes,Electronic check,54.31,806.05,Yes,0.6416812318012587,64.2,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.88,195.98,No,0.9106506595653756,91.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,20,Yes,Fiber optic,Month-to-month,No,Bank transfer,70.3,1439.34,No,0.6550906845292755,65.5,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,21,Yes,Fiber optic,One year,Yes,Bank transfer,84.81,1795.21,No,0.5141288044357566,51.4,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,14,No,Fiber optic,Month-to-month,Yes,Electronic check,63.19,963.41,No,0.7963764198517167,79.6,High Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,5,No,Fiber optic,One year,No,Bank transfer,68.57,316.58,Yes,0.533473428716128,53.3,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Male,0,33,Yes,Fiber optic,Month-to-month,No,Credit card,79.65,2506.0,No,0.5747801906230157,57.5,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,30,Yes,No,Month-to-month,No,Electronic check,34.99,1084.64,No,0.361385179514458,36.1,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,1,64,Yes,No,Two year,Yes,Credit card,32.16,2017.77,No,0.02065268484945693,2.1,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,70,Yes,DSL,One year,Yes,Credit card,63.94,4585.97,No,0.055762259202994144,5.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,47,Yes,DSL,Month-to-month,No,Electronic check,59.8,2944.49,No,0.33069819410780116,33.1,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,3,Yes,Fiber optic,One year,Yes,Credit card,77.14,209.32,No,0.6348424578527653,63.5,Medium Risk,Long-Term Contract | High Monthly Charges | Short Customer Tenure,Provide Loyalty Discount | Assign Retention Team
